title,description,category,cloud_provider,severity,is_misconfiguration,public_exposure,privilege_escalation,data_exposure,dos,unencrypted,iam,s3_bucket,ssrf_rce
,Oracle Cloud Functions with misconfigured IAM policy allowing unauthorized invocation.,Access Control,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,IBM Cloud VPC with misconfigured security group allowing unauthorized access.,Access Control,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud RDS with misconfigured snapshot policy exposing data.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,1,0,0
,AWS Redshift with misconfigured cluster parameter exposing data.,Data Exposure,AWS,25,1,0,0,1,0,0,0,0,0
,Azure Data Lake with misconfigured filesystem access allowing data tampering.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud Composer with misconfigured environment variable allowing code injection.,Code Injection,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud VCN with misconfigured security group allowing lateral movement.,Network Security,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Kubernetes with misconfigured resource quota causing DoS attacks.,Denial of Service,IBM Cloud,10,1,0,0,0,1,0,0,0,0
,Alibaba Cloud OSS with misconfigured bucket encryption policy exposing data.,Encryption,Alibaba Cloud,0,1,0,0,0,0,0,1,1,0
,AWS S3 bucket with misconfigured lifecycle transition exposing data.,Data Exposure,AWS,25,1,0,0,1,0,0,0,1,0
,Azure Stream Analytics with misconfigured job output allowing data exfiltration.,Data Exfiltration,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud Armor with misconfigured rate limiting allowing DoS attacks.,Denial of Service,GCP,10,1,0,0,0,1,0,0,0,0
,Oracle Cloud File Storage with misconfigured export policy allowing unauthorized access.,Access Control,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,IBM Cloud Databases with misconfigured connection pooling exposing credentials.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,0,0,0
,Alibaba Cloud ECS with misconfigured firewall rule allowing unauthorized access.,Access Control,Alibaba Cloud,0,1,0,0,0,0,0,0,0,0
,AWS ElastiCache with misconfigured Redis AUTH exposing data.,Authentication,AWS,0,1,0,0,0,0,0,0,0,0
,Azure Databricks with misconfigured notebook allowing code injection.,Code Injection,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud VPN with misconfigured routing policy allowing traffic interception.,Network Security,GCP,0,1,0,0,0,0,0,1,0,0
,Oracle Cloud Compute with misconfigured boot volume exposing data.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,0,0,0
,IBM Cloud Functions with misconfigured trigger policy allowing unauthorized invocation.,Access Control,IBM Cloud,0,1,0,0,0,0,0,1,0,0
,Alibaba Cloud OSS with misconfigured bucket logging exposing request metadata.,Data Exposure,Alibaba Cloud,55,1,1,0,1,0,0,0,1,0
,AWS CodeBuild with misconfigured source repository allowing code injection.,Code Injection,AWS,0,1,0,0,0,0,0,0,0,0
,Azure Cognitive Services with misconfigured API key exposing sensitive data.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud Spanner with misconfigured backup policy exposing data.,Data Exposure,GCP,55,1,1,0,1,0,0,1,1,0
,Oracle Cloud API Gateway with misconfigured authentication allowing unauthorized access.,Authentication,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Security Group with misconfigured protocol allowing unauthorized access.,Access Control,IBM Cloud,0,1,0,0,0,0,0,0,0,0
,Alibaba Cloud ECS with misconfigured monitoring exposing instance metrics.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,0,0
,AWS S3 bucket with misconfigured notification policy allowing unauthorized actions.,Access Control,AWS,30,1,1,0,0,0,0,1,1,0
,Azure Virtual Network with misconfigured DNS settings allowing domain hijacking.,Domain Hijacking,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud DNS with misconfigured zone transfer exposing data.,Data Exposure,GCP,25,1,0,0,1,0,0,0,0,0
,Oracle Cloud Identity with misconfigured compartment policy allowing privilege escalation.,Privilege Escalation,Oracle Cloud,25,1,0,1,0,0,0,1,0,0
,IBM Cloud VPC with misconfigured flow log policy exposing network traffic.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,1,1,0
,Alibaba Cloud RDS with misconfigured user permissions allowing data tampering.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,1,0,0
,AWS SNS with misconfigured topic subscription allowing data exfiltration.,Data Exfiltration,AWS,0,1,0,0,0,0,0,0,0,0
,Azure Virtual Machine with misconfigured extension allowing code execution.,Code Injection,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud SQL with misconfigured maintenance window allowing DoS attacks.,Denial of Service,GCP,10,1,0,0,0,1,0,0,0,0
,Oracle Cloud File Storage with misconfigured access control allowing data tampering.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,0,0,0
,IBM Cloud Kubernetes with misconfigured pod security context allowing privilege escalation.,Privilege Escalation,IBM Cloud,25,1,0,1,0,0,0,0,0,0
,Alibaba Cloud OSS with misconfigured bucket policy allowing unauthorized access.,Access Control,Alibaba Cloud,0,1,0,0,0,0,0,1,1,0
,AWS EKS with misconfigured logging policy exposing sensitive data.,Data Exposure,AWS,55,1,1,0,1,0,0,1,1,0
,Azure API Management with misconfigured subscription policy allowing unauthorized access.,Access Control,Azure,0,1,0,0,0,0,0,1,0,0
,GCP Cloud Run with misconfigured service account allowing privilege escalation.,Privilege Escalation,GCP,25,1,0,1,0,0,0,0,0,0
,Oracle Cloud Load Balancer with misconfigured routing policy allowing unauthorized access.,Access Control,Oracle Cloud,0,1,0,0,0,0,0,1,0,0
,IBM Cloud VPC with misconfigured public gateway allowing unauthorized access.,Access Control,IBM Cloud,30,1,1,0,0,0,0,0,0,0
,Alibaba Cloud RDS with misconfigured maintenance policy allowing DoS attacks.,Denial of Service,Alibaba Cloud,10,1,0,0,0,1,0,1,0,0
,AWS SNS with misconfigured message filtering exposing sensitive data.,Data Exposure,AWS,25,1,0,0,1,0,0,0,0,0
,Azure Virtual Network with misconfigured service endpoint allowing data exfiltration.,Data Exfiltration,Azure,0,1,0,0,0,0,0,0,0,0
,GCP Cloud SQL with misconfigured user authentication allowing unauthorized access.,Authentication,GCP,0,1,0,0,0,0,0,0,0,0
,Oracle Cloud File Storage with misconfigured mount target allowing unauthorized access.,Access Control,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
,IBM Cloud Databases with misconfigured backup policy exposing data.,Data Exposure,IBM Cloud,25,1,0,0,1,0,0,1,1,0
,Alibaba Cloud ECS with misconfigured snapshot policy allowing data exposure.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,1,0,0
,AWS Lambda with misconfigured environment variables exposing secrets.,Data Exposure,AWS,25,1,0,0,1,0,0,0,0,0
,Azure Kubernetes with misconfigured pod security policy allowing privilege escalation.,Privilege Escalation,Azure,25,1,0,1,0,0,0,1,0,0
,GCP Cloud Functions with misconfigured trigger policy allowing unauthorized invocation.,Access Control,GCP,0,1,0,0,0,0,0,1,0,0
,Oracle Cloud Database with misconfigured listener exposing data.,Data Exposure,Oracle Cloud,25,1,0,0,1,0,0,0,0,0
,IBM Cloud Object Storage with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,IBM Cloud,0,1,0,0,0,0,0,1,1,0
,Alibaba Cloud SLB with misconfigured health check exposing backend services.,Data Exposure,Alibaba Cloud,25,1,0,0,1,0,0,0,0,0
,AWS API Gateway with misconfigured authorizer allowing unauthorized access.,Authentication,AWS,0,1,0,0,0,0,0,0,0,0
,Azure App Service with misconfigured environment variables exposing secrets.,Data Exposure,Azure,25,1,0,0,1,0,0,0,0,0
,GCP Cloud Storage with misconfigured object versioning exposing deleted data.,Data Exposure,GCP,25,1,0,0,1,0,0,0,1,0
,Oracle Cloud VCN with misconfigured route table allowing traffic interception.,Network Security,Oracle Cloud,0,1,0,0,0,0,0,0,0,0
